positionName,company,location,JobID,description,score
Senior Data Scientist,Srijan Technologies PVT LTD,"Delhi, Delhi",313,"About Material   Material is a global strategy, insights, design, and technology partner to companies striving for true customer centricity and ongoing relevance in a digital first, customer-led world. By leveraging proprietary, science-based tools that enable human understanding, we inform and create customer-centric business models and experiences + deploy measurement systems – to build transformational relationships between businesses and the people they serve.   About Srijan   Srijan is a global engineering firm that builds transformative digital paths to better futures for Fortune 500 enterprises to nonprofits all over the world. Srijan brings advanced engineering capabilities and agile practices to some of the biggest names across FMCG, Aviation, Telecom, Technology, and others. We help businesses embrace the digital future with cloud, data, API and platform centric technologies and adapt to changing business models and market demands. Srijan leads in Drupal with 350+ Drupal engineers, 80+ Acquia certifications. Srijan is also a Drupal Enterprise Partner & Diamond Certified   What you will get:        Competitive Salaries with flexi benefits        Group Mediclaim Insurance and Personal Accidental Policy        30+ Paid Leaves in a year        Learning and Development of quarterly budgets for certification         Senior Data Scientist :   Experience of 3-7 years should be fine, predominantly on AI/ML, Python, Personalization, Recommendation, Data Analysis with insights generation and AWS / Cloud, Dockers etc.      Role:   A Senior Data Scientist with AI/ML (primary focus) skill sets to work on an exciting boutique Data Science team      Responsibilities:     Ability to understand a business problem and the available data and identify what techniques can be applied to answer the business questions   Given a business problem, estimate solution feasibility and potential approaches based on available data   Quickly prototype solutions and build models to test feasibility of solution approach   Build statistical models, train and test them to and drive towards the optimal level of model performance   Develop robust, scalable and production grade data pipelines and machine learning models to answer key business problems against big, small or huge volumes of diverse range of data sets.   Build scalable AI / ML: solutions as appropriate - may depend on the requirements and will span NLP, Computer / Machine Vision, Clustering, Segmentation, Deep Learning etc.   Writing reusable piece of code following best software engineering practices accommodating common design patterns and OOPS   Work across the spectrum of reporting and data visualization, statistical modeling and supervised learning tools and techniques and apply the right level of solution to the right problem   Work in highly collaborative teams that strive to build quality systems and provide business value   Work closely with clients, both in the Business Domain and with Technical staff members       Skills:     3+ years of relevant experience in a delivery focused team   Strong coding ability in Python, and general software development skills (source code management, debugging, testing, deployment, etc.) is a must   Experience with building predictive statistical, behavioral or other models via supervised and unsupervised machine learning, statistical analysis, and other predictive modeling techniques   Experience across Structured, Semi-Structured and Unstructured data along with the appropriate modeling techniques based on the business requirements   Knowledge of both traditional as well awareness with existing state of the art methods in Machine Learning, NLP, Document Classification, Transfer Learning, Information Extraction and Retrieval with a proven track record of applying them to real problems.   Experience in Computer Vision techniques - processing and handling of images and videos, as well as detection / classification techniques   Experience in cloud computing like AWS is a plus   Experience in microservice based architectures with model containerization using Docker is a must (Kubernetes experience will be an added advantage)   Ability to communicate the requirements and deliverables effectively to both technical teams as well as non-technical domain specialists   Strong team player; ability to provide both a strong individual contribution but also work as a team and contribute to wider goals is a must in this dynamic environment   Strong verbal and written communication skills to establish proper communications within the team and clients",1.304041655715044
Senior Data Scientist,Srijan Technologies PVT LTD,"Delhi, Delhi",882,"About Material   Material is a global strategy, insights, design, and technology partner to companies striving for true customer centricity and ongoing relevance in a digital first, customer-led world. By leveraging proprietary, science-based tools that enable human understanding, we inform and create customer-centric business models and experiences + deploy measurement systems – to build transformational relationships between businesses and the people they serve.   About Srijan   Srijan is a global engineering firm that builds transformative digital paths to better futures for Fortune 500 enterprises to nonprofits all over the world. Srijan brings advanced engineering capabilities and agile practices to some of the biggest names across FMCG, Aviation, Telecom, Technology, and others. We help businesses embrace the digital future with cloud, data, API and platform centric technologies and adapt to changing business models and market demands. Srijan leads in Drupal with 350+ Drupal engineers, 80+ Acquia certifications. Srijan is also a Drupal Enterprise Partner & Diamond Certified   What you will get:        Competitive Salaries with flexi benefits        Group Mediclaim Insurance and Personal Accidental Policy        30+ Paid Leaves in a year        Learning and Development of quarterly budgets for certification         Senior Data Scientist :   Experience of 3-7 years should be fine, predominantly on AI/ML, Python, Personalization, Recommendation, Data Analysis with insights generation and AWS / Cloud, Dockers etc.      Role:   A Senior Data Scientist with AI/ML (primary focus) skill sets to work on an exciting boutique Data Science team      Responsibilities:     Ability to understand a business problem and the available data and identify what techniques can be applied to answer the business questions   Given a business problem, estimate solution feasibility and potential approaches based on available data   Quickly prototype solutions and build models to test feasibility of solution approach   Build statistical models, train and test them to and drive towards the optimal level of model performance   Develop robust, scalable and production grade data pipelines and machine learning models to answer key business problems against big, small or huge volumes of diverse range of data sets.   Build scalable AI / ML: solutions as appropriate - may depend on the requirements and will span NLP, Computer / Machine Vision, Clustering, Segmentation, Deep Learning etc.   Writing reusable piece of code following best software engineering practices accommodating common design patterns and OOPS   Work across the spectrum of reporting and data visualization, statistical modeling and supervised learning tools and techniques and apply the right level of solution to the right problem   Work in highly collaborative teams that strive to build quality systems and provide business value   Work closely with clients, both in the Business Domain and with Technical staff members       Skills:     3+ years of relevant experience in a delivery focused team   Strong coding ability in Python, and general software development skills (source code management, debugging, testing, deployment, etc.) is a must   Experience with building predictive statistical, behavioral or other models via supervised and unsupervised machine learning, statistical analysis, and other predictive modeling techniques   Experience across Structured, Semi-Structured and Unstructured data along with the appropriate modeling techniques based on the business requirements   Knowledge of both traditional as well awareness with existing state of the art methods in Machine Learning, NLP, Document Classification, Transfer Learning, Information Extraction and Retrieval with a proven track record of applying them to real problems.   Experience in Computer Vision techniques - processing and handling of images and videos, as well as detection / classification techniques   Experience in cloud computing like AWS is a plus   Experience in microservice based architectures with model containerization using Docker is a must (Kubernetes experience will be an added advantage)   Ability to communicate the requirements and deliverables effectively to both technical teams as well as non-technical domain specialists   Strong team player; ability to provide both a strong individual contribution but also work as a team and contribute to wider goals is a must in this dynamic environment   Strong verbal and written communication skills to establish proper communications within the team and clients",1.3040747454758812
Senior Machine Learning Engineer,SatSure Analytics India,"Bengaluru, Karnataka",284,"About SatSure   SatSure is a deep tech, decision Intelligence company that works primarily at the nexus of agriculture, infrastructure, and climate action creating an impact for the other millions, focusing on the developing world. We want to make insights from earth observation data accessible to all.     If you are interested in working in an environment that focuses on the impact on society, driven by cutting-edge technology, and where you will have the freedom to work on innovative ideas and be creative with no hierarchies, SatSure is the place for you.     Roles and Responsibilities      Architect, build and integrate end to end life cycles of large-scale, distributed machine learning systems i.e. ML Ops using cutting edge tools/frameworks.    Develop tools and services for explainability of ML solutions.    Implement distributed cloud GPU training approaches for deep learning models.    Build software/tools that improves the rate of experimentation for the research team and extracting insights from it.    Identify and evaluate new patterns and technologies to improve performance, maintainability and elegance of our machine learning systems.    Lead and execute technical projects to completion. Communicate with peers to build requirements and track progress.    Mentor fellow engineers in your areas of expertise - Contribute to a team culture that values effective collaboration, technical excellence, and innovation.    Collaborate with engineers across various functions to solve complex data problems at scale.       Requirements   Experience      5+ years of professional experience in implementing MLOps framework to scale up ML in production.    Hands-on experience with Kubernetes, Kubeflow, MLflow, Sagemaker and other ML model experiment management tools including training, inference and evaluation.    Experience in ML model serving (TorchServe, TensorFlow Serving, NVIDIA Triton inference server, etc.)    Proficiency with ML model training frameworks (PyTorch, Pytorch Lightning, Tensorflow, etc.).    Experience with GPU computing to do data and model training parallelism.    Solid software engineering skills in developing systems for production.    Strong expertise in Python.    Building end to end data systems as an ML Engineer, Platform Engineer, or equivalent.    Experience working with cloud data processing technologies (S3, ECR, Lambda, AWS, Spark, Dask, ElasticSearch, Presto, SQL, etc.).    Having Geospatial / Remote sensing experience is a plus.       Competencies:      Excellent debugging and critical thinking skills.    Excellent analytical and problem-solving skills.    Ability to work in a fast paced, team-based environment.       Educational Qualifications:      Bachelors, Masters, or PhD Degree in Computer Science/Machine Learning, SW Engineering.       Benefits      Why Us?        Opportunity to work on a unique and futuristic technology setup     Flat organizational structure and accessibility     Best in class leave policy     Additional allowances for learning, skill development, broadband, medical insurance cover, etc.          Department Name      Machine Learning       Industry      Research & Development       City      Bangalore       State/Province      Karnataka       Country      India       Zip/Postal Code      560025",1.3043619423853812
Senior Data Scientist,S&P Global,"Hyderabad, Telangana",390,"The Team : As a member of the Data Transformation - Cognitive Engineering team you will work on building ML powered products and capabilities to power natural language understanding, data extraction, information retrieval and data sourcing solutions for S&P Global Market Intelligence and other clients. You will learn how to develop production-ready AI products and pipelines while leading-by-example in a highly engaging work environment. You will work in a (truly) global team and encouraged for thoughtful risk-taking and self-initiative.  What’s in it for you: Be a part of a global company and build solutions at enterprise scale Work with a highly skilled and hands-on technical team (including leadership) Contribute to solving high complexity, high impact problems Build production ready pipelines from ideation to deployment  Responsibilities: Design, Develop and Deploy ML powered products and pipelines Play a central role in all stages of the data science project life cycle, including: Identification of suitable data science project opportunities Partnering with business leaders, domain experts, and end-users to gain business understanding, data understanding, and collect requirements Evaluation/interpretation of results and presentation to business leaders Perform exploratory data analysis, proof-of-concept modelling, model benchmarking and setup model validation experiments Develop production ready pipelines for enterprise scale projects Perform code reviews & optimization Participate in deployment and model scaling strategies Stakeholder management  Technical Requirements: Expert proficiency in Python (Numpy, Pandas, Spacy, Sklearn, Pytorch/TF2, HuggingFace etc.) Good knowledge & learning aptitude towards ML & Deep Learning models Good understanding of statistics and mathematics behind machine learning Ability to read current research in the AI space Experience with at least 1 project related to Table Extraction, NLP based Q&A, Summarization, Phrase extraction, custom NER models, OCR or GNNs. Exposure some of the following technologies - R-Shiny/Dash/Streamlit, SQL, Docker, Airflow, Redis, Flask/Django/FastAPI, PySpark Open to learning new technologies and programming languages as required  Good to have: A Master’s degree (minimum Bachelor’s degree) from a recognized institute Around 2-3 years of relevant experience in Data Science domain Prior experience from the Economics/Financial industry Some prior work to show on Github, Kaggle, StackOverflow etc.  Location: Gurgaon, Hyderabad, Mumbai, Bangalore (India)  Grade: 9  -----------------------------------------------------------  Equal Opportunity Employer S&P Global is an equal opportunity employer and all qualified candidates will receive consideration for employment without regard to race/ethnicity, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, marital status, military veteran status, unemployment status, or any other status protected by law. Only electronic job submissions will be considered for employment.  If you need an accommodation during the application process due to a disability, please send an email to: EEO.Compliance@spglobal.com and your request will be forwarded to the appropriate person.  US Candidates Only: The EEO is the Law Poster http://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf describes discrimination protections under federal law.  ----------------------------------------------------------- DTMGOP202.1 - Middle Professional Tier I (EEO Job Group)  Job ID: 280415 Posted On: 2023-01-30 Location: Gurgaon, Haryana, India",1.3044711835904668
Senior Machine Learning Engineer,SatSure Analytics India,"Bengaluru, Karnataka",740,"About SatSure   SatSure is a deep tech, decision Intelligence company that works primarily at the nexus of agriculture, infrastructure, and climate action creating an impact for the other millions, focusing on the developing world. We want to make insights from earth observation data accessible to all.     If you are interested in working in an environment that focuses on the impact on society, driven by cutting-edge technology, and where you will have the freedom to work on innovative ideas and be creative with no hierarchies, SatSure is the place for you.     Roles and Responsibilities      Architect, build and integrate end to end life cycles of large-scale, distributed machine learning systems i.e. ML Ops using cutting edge tools/frameworks.    Develop tools and services for explainability of ML solutions.    Implement distributed cloud GPU training approaches for deep learning models.    Build software/tools that improves the rate of experimentation for the research team and extracting insights from it.    Identify and evaluate new patterns and technologies to improve performance, maintainability and elegance of our machine learning systems.    Lead and execute technical projects to completion. Communicate with peers to build requirements and track progress.    Mentor fellow engineers in your areas of expertise - Contribute to a team culture that values effective collaboration, technical excellence, and innovation.    Collaborate with engineers across various functions to solve complex data problems at scale.       Requirements   Experience      5+ years of professional experience in implementing MLOps framework to scale up ML in production.    Hands-on experience with Kubernetes, Kubeflow, MLflow, Sagemaker and other ML model experiment management tools including training, inference and evaluation.    Experience in ML model serving (TorchServe, TensorFlow Serving, NVIDIA Triton inference server, etc.)    Proficiency with ML model training frameworks (PyTorch, Pytorch Lightning, Tensorflow, etc.).    Experience with GPU computing to do data and model training parallelism.    Solid software engineering skills in developing systems for production.    Strong expertise in Python.    Building end to end data systems as an ML Engineer, Platform Engineer, or equivalent.    Experience working with cloud data processing technologies (S3, ECR, Lambda, AWS, Spark, Dask, ElasticSearch, Presto, SQL, etc.).    Having Geospatial / Remote sensing experience is a plus.       Competencies:      Excellent debugging and critical thinking skills.    Excellent analytical and problem-solving skills.    Ability to work in a fast paced, team-based environment.       Educational Qualifications:      Bachelors, Masters, or PhD Degree in Computer Science/Machine Learning, SW Engineering.       Benefits      Why Us?        Opportunity to work on a unique and futuristic technology setup     Flat organizational structure and accessibility     Best in class leave policy     Additional allowances for learning, skill development, broadband, medical insurance cover, etc.          Department Name      Machine Learning       Industry      Research & Development       City      Bangalore       State/Province      Karnataka       Country      India       Zip/Postal Code      560025",1.3045015900709278
Machine Learning Model Validation - VP,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",410,"Job Description     As part of Risk Management and Compliance, you are at the center of keeping JPMorgan Chase strong and resilient. You help the firm grow its business in a responsible way by anticipating new and emerging risks, and using your expert judgement to solve real-world challenges that impact our company, customers and communities. Our culture in Risk Management and Compliance is all about thinking outside the box, challenging the status quo and striving to be best-in-class.  Job responsibilities:     Engage in model validation activities - evaluate conceptual, reasonableness of assumptions, reliability of inputs, completeness of testing, correctness of implementation, associated with development & use of the model. Perform additional model review activities such as reviewing proposed enhancements to existing models, extensions to scope of usage for existing models or providing specific approvals.   Evaluate the risk posed by ML models, and suggest ways to mitigate such risks     Liaise with various stakeholders including: Model Developers & Users (Risk, Finance, Operations and Marketing), MRGR, Fair Lending, Technology, Control teams, Internal Audit and Bank regulators   Maintain model risk controls for the CCB models & serve as first point of contact, help identify and escalate issues to ensure that their resolutions are sound and timely.   Manage accuracy of Model inventory, ongoing model performance monitoring, model change control, and participate in discussions with regulators on model risk.   Keep up with the latest developments in CCB/industry in terms of modeling techniques (advanced AI/ML methodologies) products, markets, models, risk management practices and industry standards.   Participate and actively contribute to various process enhancement initiatives for innovations/automation.   Required qualifications, capabilities, and skills     Strong quantitative & analytical skills: The role requires a strong quantitative background (PhD /Master Degree or equivalent) in Statistics, Mathematics, Operations Research, Physics, or a quantitative science, etc. Prefer candidates with knowledge of Machine Learning modeling methodologies.   Product domain expertise in: CCB (Consumer & Business banking, Card Services, Home Lending, Auto Finance etc.); ability to understand the business / knowledge of regulation surrounding business)   Experience: Preferably 8-9 years prior experience in Model Development or Model Validation in Financial institutions.   Strong communication skills - Verbal and Written, ability to interface with stakeholders on model-related issues   Risk and control mindset : Ask incisive questions, assess materiality of issues and escalate as required   Preferred qualifications, capabilities, and skills     Project management /organizational skills: flexible, adaptable to shifting priorities to achieve the most effective result and able to work in a collaborative environment   Programming Skills: Thorough knowledge of at least one programming language such as R, Python, Scala, etc.   JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.  We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.",1.3045040721747778
Senior Machine Learning Engineer,SatSure Analytics India,"Bengaluru, Karnataka",1970,"About SatSure   SatSure is a deep tech, decision Intelligence company that works primarily at the nexus of agriculture, infrastructure, and climate action creating an impact for the other millions, focusing on the developing world. We want to make insights from earth observation data accessible to all.     If you are interested in working in an environment that focuses on the impact on society, driven by cutting-edge technology, and where you will have the freedom to work on innovative ideas and be creative with no hierarchies, SatSure is the place for you.     Roles and Responsibilities      Architect, build and integrate end to end life cycles of large-scale, distributed machine learning systems i.e. ML Ops using cutting edge tools/frameworks.    Develop tools and services for explainability of ML solutions.    Implement distributed cloud GPU training approaches for deep learning models.    Build software/tools that improves the rate of experimentation for the research team and extracting insights from it.    Identify and evaluate new patterns and technologies to improve performance, maintainability and elegance of our machine learning systems.    Lead and execute technical projects to completion. Communicate with peers to build requirements and track progress.    Mentor fellow engineers in your areas of expertise - Contribute to a team culture that values effective collaboration, technical excellence, and innovation.    Collaborate with engineers across various functions to solve complex data problems at scale.       Requirements   Experience      5+ years of professional experience in implementing MLOps framework to scale up ML in production.    Hands-on experience with Kubernetes, Kubeflow, MLflow, Sagemaker and other ML model experiment management tools including training, inference and evaluation.    Experience in ML model serving (TorchServe, TensorFlow Serving, NVIDIA Triton inference server, etc.)    Proficiency with ML model training frameworks (PyTorch, Pytorch Lightning, Tensorflow, etc.).    Experience with GPU computing to do data and model training parallelism.    Solid software engineering skills in developing systems for production.    Strong expertise in Python.    Building end to end data systems as an ML Engineer, Platform Engineer, or equivalent.    Experience working with cloud data processing technologies (S3, ECR, Lambda, AWS, Spark, Dask, ElasticSearch, Presto, SQL, etc.).    Having Geospatial / Remote sensing experience is a plus.       Competencies:      Excellent debugging and critical thinking skills.    Excellent analytical and problem-solving skills.    Ability to work in a fast paced, team-based environment.       Educational Qualifications:      Bachelors, Masters, or PhD Degree in Computer Science/Machine Learning, SW Engineering.       Benefits      Why Us?        Opportunity to work on a unique and futuristic technology setup     Flat organizational structure and accessibility     Best in class leave policy     Additional allowances for learning, skill development, broadband, medical insurance cover, etc.          Department Name      Machine Learning       Industry      Research & Development       City      Bangalore       State/Province      Karnataka       Country      India       Zip/Postal Code      560025",1.3045198772355093
Computer Vision Machine Learning Engineer,Apple,"Bengaluru, Karnataka",389,"Summary                Posted: Nov 1, 2022                        Role Number:       200440629                       Imagine what you could do here. At Apple, we believe new ideas have a way of becoming phenomenal products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. It takes deeply dedicated, intelligent and hard-working individuals to maintain and exceed the high expectations for the exciting iPhone brand at Apple. The iPhone Operations Data Team is looking for an extraordinary Machine Learning Engineer specialized in Computer Vision and Deep learning to join our team. You will craft, design and implement our machine learning strategy to the massive iPhone, Mac, iPad supply chains and help build the future of our manufacturing systems. You will be building, deploying and scaling algorithms from laptops in Cupertino serving thousands of inferences daily in industrial manufacturing settings.                                     Key Qualifications                                A deep understanding of computer vision, machine learning and deep learning concepts.         Proven research and practical experience in developing algorithms for image processing, content-based video/image analysis, object detection, segmentation and tracking         PhD degree (or MS degree with a minimum of 5+ years of related industry experience) in Machine Learning, Computer Science, Software Engineering, Data Science or related fields.         Knowledge of machine learning and computer vision libraries such as PyTorch, TensorFlow, Keras, scikit-learn, OpenCV, PIL, AutoML, is essential.         Proven ability to implement, improve, debug, and maintain machine learning models         iOS CoreImage/CoreML and native App development experience is a big plus         AWS ML framework experience is preferred.         Familiar with version control systems such as Git         Strong optimization and debugging skills         Self-motivated, responsible, excellent written and verbal interpersonal skills         Experience with handling and visualizing very large data sets and creating performance reports         Some travel will be required (< 10%)                                                Description                        As a key member of our team, you’ll collaborate with different engineering and operations teams leading development of ML solutions for a variety of vision-based tasks and projects. You will be responsible for delivering ML technologies aligned with the fast pace new technology and short product lifecycle, while ensuring the highest standards of product quality and reliability. In this role, you’ll be embedded inside a vibrant team of machine learning engineers and data scientists. You’ll be expected to help conceive, code, and deploy machine learning models at scale using the latest industry tools. Important skills include data wrangling, feature engineering, developing models, and testing metric. You will provide technical mentorship and guidance, prepare technical reports and papers for publication and conference talks. You have the ability to work both independently and collaboratively to help partner teams meet predefined objectives. If you are passionate to influence the quality, speed and efficiency of our ML algorithms, come and help enable our vision to create the most refined products in the world. Key Responsibilities: * Develop and deploy scalable Computer Vision and Machine Learning algorithms on local and cloud-based inferencing platforms * Perform rapid prototyping to design algorithms for challenging real world manufacturing problems in the domain of Intelligent Visual Inspection. * Work with resources in cross-functional teams and the factory to integrate ML applications * Abilities to independently learn new technologies; prioritize tasks and take ownership; and meaningfully present results of analyses in a clear and impactful manner                                         Education & Experience                        Bachelors or Masters in Computer Science, Machine Learning, or higher level degree PhD preferred                                         Additional Requirements",1.3047371387371078
Computer Vision Machine Learning Engineer,Apple,"Bengaluru, Karnataka",902,"Summary                Posted: Nov 1, 2022                        Role Number:       200440629                       Imagine what you could do here. At Apple, we believe new ideas have a way of becoming phenomenal products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. It takes deeply dedicated, intelligent and hard-working individuals to maintain and exceed the high expectations for the exciting iPhone brand at Apple. The iPhone Operations Data Team is looking for an extraordinary Machine Learning Engineer specialized in Computer Vision and Deep learning to join our team. You will craft, design and implement our machine learning strategy to the massive iPhone, Mac, iPad supply chains and help build the future of our manufacturing systems. You will be building, deploying and scaling algorithms from laptops in Cupertino serving thousands of inferences daily in industrial manufacturing settings.                                     Key Qualifications                                A deep understanding of computer vision, machine learning and deep learning concepts.         Proven research and practical experience in developing algorithms for image processing, content-based video/image analysis, object detection, segmentation and tracking         PhD degree (or MS degree with a minimum of 5+ years of related industry experience) in Machine Learning, Computer Science, Software Engineering, Data Science or related fields.         Knowledge of machine learning and computer vision libraries such as PyTorch, TensorFlow, Keras, scikit-learn, OpenCV, PIL, AutoML, is essential.         Proven ability to implement, improve, debug, and maintain machine learning models         iOS CoreImage/CoreML and native App development experience is a big plus         AWS ML framework experience is preferred.         Familiar with version control systems such as Git         Strong optimization and debugging skills         Self-motivated, responsible, excellent written and verbal interpersonal skills         Experience with handling and visualizing very large data sets and creating performance reports         Some travel will be required (< 10%)                                                Description                        As a key member of our team, you’ll collaborate with different engineering and operations teams leading development of ML solutions for a variety of vision-based tasks and projects. You will be responsible for delivering ML technologies aligned with the fast pace new technology and short product lifecycle, while ensuring the highest standards of product quality and reliability. In this role, you’ll be embedded inside a vibrant team of machine learning engineers and data scientists. You’ll be expected to help conceive, code, and deploy machine learning models at scale using the latest industry tools. Important skills include data wrangling, feature engineering, developing models, and testing metric. You will provide technical mentorship and guidance, prepare technical reports and papers for publication and conference talks. You have the ability to work both independently and collaboratively to help partner teams meet predefined objectives. If you are passionate to influence the quality, speed and efficiency of our ML algorithms, come and help enable our vision to create the most refined products in the world. Key Responsibilities: * Develop and deploy scalable Computer Vision and Machine Learning algorithms on local and cloud-based inferencing platforms * Perform rapid prototyping to design algorithms for challenging real world manufacturing problems in the domain of Intelligent Visual Inspection. * Work with resources in cross-functional teams and the factory to integrate ML applications * Abilities to independently learn new technologies; prioritize tasks and take ownership; and meaningfully present results of analyses in a clear and impactful manner                                         Education & Experience                        Bachelors or Masters in Computer Science, Machine Learning, or higher level degree PhD preferred                                         Additional Requirements",1.3047968060196464
"Snr. Machine Learning Engineer (Position located in Bengaluru, India)",KnowBe4,"Bengaluru, Karnataka",161,"About KnowBe4    KnowBe4, the provider of the world's largest security awareness training and simulated phishing platform, is used by tens of thousands of organizations around the globe. KnowBe4 enables organizations to manage the ongoing problem of social engineering by helping them train employees to make smarter security decisions, every day.    Fortune has ranked us as a best place to work for women, for millennials, and in technology for four years in a row! We have been certified as a ""Great Place To Work"" in 8 countries, plus we've earned numerous other prestigious awards, including Glassdoor's Best Places To Work.    Our team values radical transparency, extreme ownership, and continuous professional development in a welcoming workplace that encourages all employees to be themselves. Whether working remotely or in-person, we strive to make every day fun and engaging; from team lunches to trivia competitions to private parties at theme parks, there is always something exciting happening at KnowBe4.     Please submit your resume in English.   Machine Learning Engineers help us extract value from our data. They are involved in all the processes from data collection, cleaning, and preprocessing, to training models and deploying them to production. This position will assess, analyze, and organize data, execute tests, and optimize the learning process to develop high-performance machine learning models.   Responsibilities:     Identify and implement appropriate algorithms and tools with extreme ownership to solve business problem using data and analytics   Perform exploratory data analysis to identify and develop NLP features according to business requirements.   Use ML/DL libraries and frameworks to apply in NLP tasks   Build Recommendations Systems.   Build Predictive Models.   Design Visualization and Dashboards.   Perform statistical analysis of results and refine models to make it enterprise production ready.   Show an Innovative mindset, be a quick learner.   Problem formulation based on abstract information.   Comfortable working with engineers, PM, non-engineers and other team members.   Talk to partners and internal engineering teams to understand requirements, develop functional specifications, build and deploy to production.   Work on complex data science and engineering problems and propose solutions.   Develops software using the KnowBe4 Software Development Lifecycle and Agile Methodologies   Provides technical contribution to projects    Requirements:     Solid understanding of Machine Learning, Deep Learning, Statistics and Probability, Recommendation systems.   Demonstrable knowledge of NLP techniques for text representation, semantic extraction, information retrieval, entity resolution, NER, knowledge extraction, data structures and modeling   Understanding of text representation techniques like n-gram, bag of words, sentiment analysis.   Experience on developing models and systems using supervised and unsupervised algorithms, various architectures of neural networks, time series forecasting, deep learning networks.   Working knowledge of ML and DL frameworks like scikit-learn , TensorFlow, PyTorch, Keras etc, and other data science ecosystem libraries like pandas, numpy etc.   Should have extensive experience with building ML/NLP/DL high-scale, high-impact models in Python or Java, together with developing data pipelines using AWS stack and other big data technology in enterprise grade production environments.   Understanding of ML testing and data validation frameworks   Prior experience in relational databases (such as SQL/MYSQL/POSTGRES ), NoSQL (such as ElasticSearch/MongoDB) with understanding of general concepts of DB.   3+ years of experience in developing and deploying end-to-end AL/ML solutions in the AWS production environment.   Experience with building and integrating REST based APIS needed to integrate data outcome.   Understanding of fundamental cloud concepts around multi-tenancy, scaling out, serverless , authentication & authorization.    Additional Skills (Not Required):     Experience in working with APIs in the cybersecurity industry, understanding basics of current security landscape (attack frameworks, security log processing, basic knowledge of AV/EDR/DLP/CASB etc.) is a huge plus.   Experience with building apps and services on AWS platform using python, spark, elastic search is preferred.      Our Fantastic Benefits    We offer company-wide monthly bonuses, employee referral bonuses, 401k matching (US), fully paid medical insurance (US), open/generous paid time off (length varies by country), parental leave (length varies by country), adoption assistance, tuition reimbursement, certification reimbursement, certification completion bonuses, gym benefits, and a relaxed dress code - all in a modern, high-tech, and fun work environment. For more details about our benefits, visit www.knowbe4.com/careers/benefits.    Note: An applicant assessment and background check may be part of your hiring procedure.    Individuals seeking employment at KnowBe4 are considered without prejudice to race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, veteran status, gender identity, sexual orientation or any other characteristic protected under applicable federal, state, or local law. If you require reasonable accommodation in completing this application, interviewing, completing any pre-employment testing, or otherwise participating in the employee selection process, please visit www.knowbe4.com/careers/request-accommodation.    No recruitment agencies, please.",1.3054757491549243
