"company","companyLogo","description","externalApplyLink","id","jobType","location","positionName","postedAt","rating","reviewsCount","salary","scrapedAt","url"
"NACHIAS FASHION PVT LTD",,"About the Company: Nachias Fashion Pvt Ltd
A Manufacturer of Men's clothing under the brand names of ""Casino"", ""Colour Tree"", ""Casino Gold"".
We have successfully placed ourself as a quality player with affordable price and customer centricity.
Our modern infrastructure combined with 200+ strong workforce is poised to reach greater heights in South India.
Role: Hr Executive – 1 no

 To maintain the Employees details
 Conducting Employee engagement activities

Key Deliverables

 To maintain the Employee master file
 To record leave, permission, late coming, working manhours
 To conduct employee engagement activities like trainings, celebrations, functions
 To maintain a positive work environment
 To keep the machines and tools in good condition
 To support in conducting daily poojas, office stationaries
 To conduct interview and owning the recruitment process
 To conduct exit interviews
 To support employees with working accessories includes uniforms

Skills Required

 People Skills
 Communication
 Proactive mindset
 Team work
 Multi task
 Learning attitude
 Motivation skills

Qualifications Required

 Male / Female
 MBA Graduate
 Atleast 1 - 2yrs experience
 20 – 25yrs

Contact:
Mrs. Sindhu (HR)
+91-XXXXXXXXXX
Venue: Nachias Fashion Pvt Ltd
272/2,Shirinkeri nagar,Somu nagar, Bypass Rd, near KFC restaurant, Madurai – 625016
www.nachias.com
Benefits: Monetary and Non Monetary

 Salary upto Rs 12,000/-
 ESI, PF
 Timing: 9am – 7pm
 Location – Madurai, Bye Pass Road.
 Yearly increment & bonus

Job Type: Full-time
Schedule:

 Day shift
",,"1c67c130f85b3435",,"Madurai, Tamil Nadu","HR Executive","1 day ago",,,"Up to ₹12,000 a month","2023-02-19T12:30:49.198Z","https://www.indeed.co.in/company/NACHIAS-FASHION-PVT-LTD/jobs/Human-Resource-Executive-1c67c130f85b3435?fccid=c38034f672f53a38&vjs=3"
"Adecco Group","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/01b0c77e1f0e88fb374fd762b513d084","
 About the role
  The Head of Client Services manages and is directly responsible for delivering consultative solutions for tactical/operational service delivery for Pontoon’s RPO (Recruitment Process Outsourcing) account. The role’s purpose is to oversee, plan, direct and control all phases of the RPO account to increase productivity and encourage program growth within a fair and competitive environment.
  What you’ll be doing
  
  Responsible for all client operations and service aspects as well as for the implementation, direction, quality and compliance program adherence, and management RPO account. 
  Builds relationships with key decision makers at client enterprise. Acts as key contact for overall program management for their specific region/span of control. 
  Provides clients with regular updates including latest industry trends, best practices internally and externally as well as potential program enhancements. 
  Responsible for recruitment, management, and retention of onsite and offsite teammates for their region/group. 
  Supports programs to ensure that financial goals and objectives are met or exceeded while ensuring full compliance on all Pontoon and Adecco Group policies and procedures. Works with Business Analyst and other shared resources to provide accurate, timely and complete performance analyses. Accountable for monthly/quarterly reporting of metrics that have been established for the respective program. 
  Oversees and maximizes use of technology to ensure optimum, cost-effective, timely and high-quality results. 
  Works with regional business development manager to identify opportunities for further growth of new and existing accounts. 
  Responsible for delivery of quality QBRs (Quality Business Reviews) with client as well as supplier community. 
  Supports in the management of supplier relationships and partnership negotiations. 
  Supports in contract negotiations with clients and liaises regularly with the group’s legal organization. 
 
 About you
  
  Skilled in communicating effectively verbally and in writing, both in one-on-one and in group presentation situations. 
  Purpose driven individual with a modern leadership style, enabling opportunity for clients and teammates. 
  Ability to proactively establish and maintain effective working relationships across the organization. 
  Ability to interact and communicate with all levels of teammates. 
  Knowledge ATS systems is preferred 
  Proficient with Microsoft Office products, including Word, Excel, PowerPoint and Outlook. Salesforce proficiency is an added value. 
  
 EDUCATION & JOB REQUIREMENTS: 
  
  Multiple years of experience leading teams, and conducting regular performance reviews 
  Previous account management and/or client services experience 
  Experience in HR outsourcing (RPO environment is preferred)
 
 
  Why choose us?
  It’s an exciting time to be part of our team. We’re proud to be a global thought-leader and care about doing the best job we can to ensure better futures for everyone. We do this by building our Future@Work strategy as a united team of 30,000+ colleagues with a collective spirit working in over 60 countries globally. 
  You’ll have the opportunity to grow across a variety of interesting jobs and careers over our extensive portfolio of global brands. We empower our colleagues to work in the smartest, most efficient ways to achieve total balance between the demands of their jobs and their lives. That’s why we give you the autonomy and support you need to work in the way that makes you most productive, agile, confident and insightful. 
  Putting people first, pioneering with a collective spirit and always advancing with a growth mindset -that’s what we stand for at the Adecco Group. Here, we are all individuals with a unique perspective on the world we live in. That’s what makes us stronger. Whoever you are and whatever your background, you can be yourself. So, we aim to build on the attributes that make you, you. We offer a range of world-class resources for upskilling and development, satisfying your curiosity while the sharing skills, knowledge and expertise to grow together. 
  Make an impact where it matters most.
  A journey to bring out the best in you
  We believe that having an understanding of the hiring process helps you to prepare, feel, and be, at your best. As a global, multi brand organisation with multiple different roles, our application process can vary. 
  On our career site, you will find some of the key steps you can expect to guide you along the way. 
  As one of the world’s largest employers we believe in talent, not labels, and focus on the diverse and unique skills our people bring. We seek to foster a culture of belonging and purpose, an environment where everyone can thrive and feel engaged, and where difference is respected and valued. Our commitment to equity, equal opportunity, inclusion, and diversity is part of our broader commitment to respecting fundamental human rights across our value chain. The Adecco Group is proud to be an Equal Opportunity Employer.
","https://in.indeed.com/applystart?jk=55b66c085e8a71f7&from=vj&pos=bottom&mvj=0&spon=0&sjdu=BQ1fOKU6SMjz57AxXCzG64DDplm6SwWjHcxyoDIphKmu2yUx_aIONAE-JQZLUdptkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=e8d92761e6913758&assa=1020","55b66c085e8a71f7",,"Bengaluru, Karnataka","Head of Client Services","2 days ago","3.5","269",,"2023-02-19T12:30:51.141Z","https://www.indeed.co.in/rc/clk?jk=55b66c085e8a71f7&fccid=0d511cbaa452dbfb&vjs=3"
"Doyensys",,"
 
  
   
    Experience: 3 to 5 years Location: Trichy Notice Period: Immediate to 15 Days 
     Job Description: 
     
     Strong experience in handling the entire Learning and Development process for the employees (Both Internal and External Training) 
     Strong experience in training MIS report 
     Experience in handling the walk-in interview process 
     Experience in handling HR-related queries from employees and external partners. 
     Experience with HR procedures/tasks and able to juggle various administrative tasks on time. 
     Experience in the Payroll and Attendance process is an added advantage. 
     Experience in conducting the HR projects like Onboarding, Induction, Organizing events, Employee engagements, Outings, sports clubs,etc. 
     Experience with HR software, like HRIS or HRMS, is an added advantage. 
     Experience in handling the day-to-day administrative work like Guest house, Vendor, and Office Management. 
     Excellent organizational skills, with an ability to prioritize important projects 
     Strong phone, email, and in-person communication skills 
     Computer literacy (Good in MS Office applications) 
     
    Roles and Responsibilities:- 
     Learning & Development: 
    
     Identify training needs of employees by various methodologies 
     Develop various training modules and delivery of those by respective trainers todifferent sections of employees 
     Prepare analysis of training metrics, trends and pattern and reports. 
     Collate and provide inputs for training budgets as required 
     Organize for training venue requirements including projectors, training materials, handouts and such others for each Programme handled 
     Responsible for blocking rooms for trainings, email communications with trainees, Sending invites, etc. 
     Recording and monitoring attendance, and capturing feedback. 
     Managing evaluationsand effectiveness. Share with respective stake holders and raise flags when required. 
     Collect feedback on training materials and external facilitators for inputs to future references and programmes 
     Managing and publishing the learning calendars for the month, highlighting thetrainings for the month and the target audience 
     Manage the day-to-day operations and maintenance of the Learning ManagementSystem (LMS) with latest course updates. 
     Analyses and prepares LMS related analytics and insights data. 
    
    HR: 
    
     Handling the HR walk-in interviews. 
     Facilitating the new joiners with the necessary things like Biometric, Seating arrangement, System/Laptop, ID cards, opening HDFC account, induction, etc. on time. 
     Act as the first point of contact for HR-related queries, grievance, resignation from employees and external partners and communicate with the head Office at the timely manner. 
     Experience with HR procedures and can juggle various administrative tasks in a timely manner. 
     Assist payroll department by providing relevant employee information (e.g. Biometric, leave/absence, sick days and work schedules) 
     Participate in HR projects (e.g. help organize an event, Employee engagements etc.) 
     To monitor daily attendance of all staff 
     To assist General Manager on HR tasks and documentations 
     Ensure site employees disciplinary matters 
    
    Administration: 
    
     Arrange travel accommodations and process expense forms if needed in Trichy Doyensys office 
     To promote harmonious working environment (e.g. sports club, monthly outing, Birthday celebrations etc.) 
     Experience in handling the day-to-day administrative work like Guest house, Vendor, Office Management, etc.
    
   
  
 

","https://in.indeed.com/applystart?jk=65ce3faf5eddfe17&from=vj&pos=bottom&mvj=0&spon=0&sjdu=BQ1fOKU6SMjz57AxXCzG64DDplm6SwWjHcxyoDIphKmlFyRXPAW0FsJ1v7p3N9XgkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=0c0e4aa67e3fc64e&assa=1470","65ce3faf5eddfe17",,"Chennai, Tamil Nadu","HR – Learning and Development","2 days ago",,,,"2023-02-19T12:30:51.656Z","https://www.indeed.co.in/rc/clk?jk=65ce3faf5eddfe17&fccid=54d155d3ac702784&vjs=3"
"Emo Matrix",,"

 
  
   
    
     
      
       HR Executive Interns
      
      
        The ideal candidate will support the full scope of Human Resources responsibilities and partner with the organization on strategic initiatives. HR Executive duties will involve managing activities such as job design recruitment, employee relations, performance management, training & development, and talent management. To Prepare and maintain the various reports/documents and advise the employees regarding benefits, programs, and pay issues.
      
     
    
   
   
   
    
     
      
        Requirements
      
      
        
         Critical thinking & communications skills.  
        Attention to detail and good judgement.  
        Support current and future business needs.  
        Labour law & HR Best practices.  
        Increase employee satisfaction quotient.
       
      
     
    
   
  
 

","https://in.indeed.com/applystart?jk=4b9a01e5a11c1c65&from=vj&pos=bottom&mvj=0&spon=0&sjdu=uBK0d1G510Fenj_qy5MyjuCWdxgKSFDI4ovm_YyMr_U&vjfrom=serp&astse=2dab02d192856a94&assa=2202","4b9a01e5a11c1c65",,"Noida, Uttar Pradesh","HR Executive Interns","2 days ago",,,,"2023-02-19T12:30:52.320Z","https://www.indeed.co.in/rc/clk?jk=4b9a01e5a11c1c65&fccid=05b908ce1fc9f4fc&vjs=3"
"Dreams Management",,"Key Skills
 :
 Candidate should have experience of Social Audit with good knowledge of Excel
 Qualifications : MBA (HR)
 Experience Required (Years) : From 3 To 7 Years
 Salary Range (PA) : 300000 To 360000
 Location : Pardi, Gujarat
 Industry Type : Manufacturing company
 Job Description
 Candidate should have experience of Social Audit with good knowledge of Excel","https://in.indeed.com/applystart?jk=fecdfade24b9bda8&from=vj&pos=bottom&mvj=0&spon=0&sjdu=BQ1fOKU6SMjz57AxXCzG64DDplm6SwWjHcxyoDIphKkGo5GulyKNvZ-euy5AZb-PkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=82be45044a21061e&assa=2349","fecdfade24b9bda8",,"Pardi, Gujarat","HR Executive","2 days ago",,,"₹3,00,000 - ₹3,60,000 a year","2023-02-19T12:30:52.471Z","https://www.indeed.co.in/rc/clk?jk=fecdfade24b9bda8&fccid=236254dc466285ae&vjs=3"
"Michael Page","https://d2q79iu7y748jz.cloudfront.net/s/_logo/8da945635aa8fe2692fca3f6da6f4f48","
 
  Be a part of senior leadership of the company
   Drive strategy and decision making for HR
  
 About Our Client
  Our client is a renowned tech- enabled financial services provider looking to hire their CHRO to support their fast growing ecosystem 
 Job Description
 
   Craft talent acquisition strategies to build strong pipelines for future hiring needs 
  Formulate career development plans 
  Promote inclusion in the workplace and reinforce our position as an equal opportunity employer (employee satisfaction, employee engagement, R&R, well-being) 
  Ensure our hiring, onboarding and management procedures are effective for diverse groups 
  Lead employer branding efforts (like recruitment marketing) 
  Building and supervise HR and Admin Team 
  Evaluate training and development programs 
  Develop HR policies for all branches, countries, regions 
  Analyze the effectiveness of our HR policies, procedures and tools 
  Ensure HR plans align with our mission and business objectives 
 
 The Successful Applicant
 
   Work experience as a Chief HR Officer, VP of HR or similar leadership role (10-15 years of experience) preferable with a new age startup or a financial services firm 
  Experience in strategic planning 
  In-depth knowledge of all HR functions 
  Hands-on experience with HR software (HRIS, ATS) 
  Good understanding of labour legislation 
  Excellent leadership abilities 
  Communication and problem-solving skills 
  Masters in Human Resources Management, Organizational Psychology or relevant field 
  Understanding of a Start Up ecosystem and agility to work there 
 
 What's on Offer
 
  Market leading compensation
 
  
 
  Opportunity to lead HR early on in the professionals career
 
","https://in.indeed.com/applystart?jk=67af46f21212b363&from=vj&pos=bottom&mvj=0&spon=0&sjdu=BQ1fOKU6SMjz57AxXCzG64DDplm6SwWjHcxyoDIphKmzpW6hRAX7mRKY5fJA8brLkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=c603950de68bd958&assa=2532","67af46f21212b363",,"Gurgaon, Haryana","CHRO/ HR Head with a Financial technology Giant","2 days ago","3.7","454",,"2023-02-19T12:30:52.741Z","https://www.indeed.co.in/rc/clk?jk=67af46f21212b363&fccid=77087bd1709a8148&vjs=3"
"Owens Asia, Inc..","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/e5f9ae8a1ec23dbb7dec5e0b5641f695","LOCATION:
Owens Asia Private Limited is located at https://goo.gl/maps/LEPmGwsZsNjTxmNX6
JOB DESCRIPTION:

 Provides support services and assistance needed in the areas of timekeeping, recruitment, performance management, training and development, and other priority HR areas as may be necessary.

JOB RESPONSIBILITIES:

 Provides assistance to the HR Department in functional areas that focus but are not limited to timekeeping, recruitment, performance management, and training and development.
 Assists in timekeeping by checking the attendance and logs of the employees every day
 Supports the recruitment team in sourcing and administering recruitment exams
 Conducts research and employee surveys
 Prepares and submits routine reports
 Deals with employees regarding HR-related requests and concerns
 Performs other HR-related tasks that can be assigned from time to time.

JOB REQUIREMENTS:

 Open to fresh graduates
 Must be a graduate of management courses, preferably in Psychology
 Must have strong attention to detail and organizational skills
 Must be methodical and process-focused
 Must have effective verbal and listening communication skills
 Must have effective English written communications skills including the ability to prepare reports, proposals, policies, and procedures
 Must demonstrate sound work ethics
 Must be trustworthy with a high level of integrity
 Must have the adaptability to thrive in a fast-paced work environment
 Must have the flexibility to work any shift as needed

Skills:

 Human Resources
 Timekeeping
 Recruitment
 Performance Management
 Training
 Development
 Psychology
 Attention to detail

Hiring Process & Privacy Notice
Owens collects information from job applicants during the recruitment process. &nbsp;
Owens processes your personal data in a manner consistent with the data protection requirements for your location and the location of the hiring company. &nbsp;Owens may process your data on one or more of the following bases; entering into or the performance of a contract, consent, or legitimate interests. Owens operates in a number of international locations and your application may be processed in any of these locations. International transfer of your personal data between Owens companies is subject to standard EU international contractual clauses, when applicable. &nbsp;
To obtain a job with one of our companies, you may be required to take assessment tests and complete and pass a background screening, including criminal records checks. &nbsp;
Information you will supply may be disclosed to third parties, including agents or vendors of the company you are applying to, law enforcement agencies, state or federal agencies, courts, schools, and employers to handle the recruitment and background screening process. &nbsp;Information may be transmitted to another country other than the country you are located in or applying to, including countries outside the EU with a different level of data protection or inadequate data protection laws as defined by the European Commission. &nbsp;
Recruitment information is generally retained for 6 months unless there is an extended legal mandatory retention period. &nbsp;If you would like us to keep your information for future career opportunities, please indicate your consent below. &nbsp;If you are hired, your information will be retained for longer.
For more information on our privacy practices and your rights, visit the https://www.owens.com/legal/privacy-policies
Job Type: Full-time","https://in.indeed.com/applystart?jk=864b62811d697d64&from=vj&pos=bottom&mvj=0&spon=0&sjdu=BQ1fOKU6SMjz57AxXCzG64DDplm6SwWjHcxyoDIphKljqJoDaNm9uuXmmIUvoTTYkN0wkll9wDHc3mnStM4Hmg&astse=a0153ff5ad4ba85b&assa=3237","864b62811d697d64",,"Thane, Maharashtra","HR Assistant","2 days ago",,,,"2023-02-19T12:30:53.365Z","https://www.indeed.co.in/company/Owens-Asia,-Inc../jobs/Human-Resource-Assistant-864b62811d697d64?fccid=b7d8ae54bc31eb1c&vjs=3"
"Sodexo India On-site Services",,"replacement 



 
  EXPERIENCE
  
    2 - 3 years
  
 
 
 
   LOCATION
  
    Mr. Prabu K ,Sodexo Facilities Management Services India Pvt. Ltd.,AstraZeneca,Block A, Neville Tower-11th floor, Ramanujan IT SEZ, Rajiv Gandhi Salai(OMR), Taramani, Chennai-600113.\\\' 91 
   +91-XXXXXXXXXX 9618664104 
    CHENNAI TAMIL NADU 121001 
  
 
 
 
  CONTACT
  
    C Prakash 
    Prakash.CHAMARTHI@sodexo.com
    https://www.sodexo.com
  
 
","https://in.indeed.com/applystart?jk=40ebd83082d3178c&from=vj&pos=bottom&mvj=0&spon=0&sjdu=BQ1fOKU6SMjz57AxXCzG64DDplm6SwWjHcxyoDIphKnm1jsK0-dBLua8FWI-DFLDkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=4af90b58012a992f&assa=4056","40ebd83082d3178c",,"Chennai, Tamil Nadu","Executive - HR","2 days ago",,,,"2023-02-19T12:30:54.181Z","https://www.indeed.co.in/rc/clk?jk=40ebd83082d3178c&fccid=9c89495a7de814e9&vjs=3"
"Accenture","https://d2q79iu7y748jz.cloudfront.net/s/_logo/ca04ee1375e6b18fd145bc3bec74f091","
 Skill required: HR Operations - HR Delivery Strategy 
 Designation: HR Program & Operations Analyst 
 Job Location: Mumbai 
 Qualifications: Any Graduation 
 Years of Experience: 3 to 5 years 
 About Accenture 
 Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Technology and Operations services, and Accenture Song— all powered by the world’s largest network of Advanced Technology and Intelligent Operations centers. Our 699,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities.Visit us at www.accenture.com
  
 
 What would you do? 
 You will be aligned to our Human Resources vertical and will help us in the function that deals with people and people related areas such as recruiting, learning, training, onboarding, compensation and benefits, performance management, organization development and culture. You will be working as a part of HR Operations team which is responsible for providing backend HR services to businessÂ operations.Â HR operations and operational HRÂ services, include administrative services, job analysis, and employee relationship management. This team works on designing, developing, and implementing HR Delivery Strategy to support the end to end employee experience across lifecycle. This includes coaching and advising account/engagement leads and employees when needed and coordinate and deliver HR activities. They work on HR Operations Processes like recruitment, WFA, Benefits, Exit, Payroll, LOA etc. They work on delivery of non-commercial aspects of the outsourcing agreement as well as standards of service (related to quality, effectiveness, productivity, efficiency etc.) 
 What are we looking for?
  
 
   
  
   HR Operations 
   Ability to establish strong client relationship 
   Ability to handle disputes 
   Ability to manage multiple stakeholders 
   Ability to meet deadlines 
   Ability to perform under pressure
  
  
 Roles and Responsibilities
  
 
   
  
   In this role you are required to do analysis and solving of moderately complex problems 
   May create new solutions, leveraging and, where needed, adapting existing methods and procedures 
   The person would require understanding of the strategic direction set by senior management as it relates to team goals 
   Primary upward interaction is with direct supervisor 
   May interact with peers and/or management levels at a client and/or within Accenture 
   Guidance would be provided when determining methods and procedures on new assignments 
   Decisions made by you will often impact the team in which they reside 
   Individual would manage small teams and/or work efforts (if in an individual contributor role) at a client or within Accenture 
   Please note that this role may require you to work in rotational shifts
  
 
 
 Any Graduation","https://in.indeed.com/applystart?jk=c3f1a8f7e2d8a88d&from=vj&pos=bottom&mvj=0&spon=0&sjdu=BQ1fOKU6SMjz57AxXCzG64DDplm6SwWjHcxyoDIphKn3FcHFv282YMtF9KYWsQAWkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=ae1e1ae0f4a7da86&assa=5538","c3f1a8f7e2d8a88d",,"Mumbai, Maharashtra","HR Service Delivery Analyst-HR Operations","2 days ago","4","23070",,"2023-02-19T12:30:55.742Z","https://www.indeed.co.in/rc/clk?jk=c3f1a8f7e2d8a88d&fccid=a4e4e2eaf26690c9&vjs=3"
"TSL Consulting","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/0fba3b36ed3afcd4987eaa837a55e63b","
 
  Job Responsibilities 
  Your job responsibilities, among other relevant tasks, shall include the following – 
  
   Handling functions like Recruitment & Selection, assisted in making Training and induction programmes for the candidates 
   Preliminary Interview & coordination for Final Interview, Offer generation, joining formalities and follow up with the candidate to ensure the acceptance of offers 
   Maintaining Personnel records of existing employees, maintaining the Track sheets of the candidates, Employee confirmation, Candidate Database, 
   Coordinating & maintaining relationship with corporate clients. 
  
  
   Employee Management [Documentation, ID card, Email ID, Bank A/c opening, Seating arrangement, Leave Record & Attendance] 
   Handling of functions like timesheet, leaves, employee joining & leaving formalities & preparing full & final settlements. 
   Participating in various activities of HR like organizing and managing Picnics, Parties. Managing Guest related activities. 
   Generation of reports like leave reports, attendance, 
   Taking care of the issues and concerns of the candidate at work place. 
   
  
   Administrative work like filling & documentation, infrastructure –telecom / Internet.
   
  
 
  
   
    
     Job Category: HR Executive 
    
    
     Job Type: Full Time 
    
    
     Job Location: Pune
    
   
  
 
","https://in.indeed.com/applystart?jk=4ed156a98fcc7d57&from=vj&pos=bottom&mvj=0&spon=0&sjdu=BQ1fOKU6SMjz57AxXCzG64DDplm6SwWjHcxyoDIphKnSvDKawJd9fVyIGOCrmKdikN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=f2a96a027ef68e91&assa=6729","4ed156a98fcc7d57",,"Pune, Maharashtra","HR Executive","2 days ago","3.7","15",,"2023-02-19T12:30:56.852Z","https://www.indeed.co.in/rc/clk?jk=4ed156a98fcc7d57&fccid=7d1e43e35803cd4a&vjs=3"
"Orange Business","https://d2q79iu7y748jz.cloudfront.net/s/_logo/60fac3c9a683711f2b1a1280abca14fd","
 
  About the role 
  
  This role will be a blend of strategic partnering with the India business and hands on involvement in local operational HR processes and activities. This position reports to the Head of HR, APAC.
  
    Accountable for all HR deliverables, both strategic and operational, for all business entities in India. Currently the company has the following entities in the country :
  
  
   OBS India Solutions Pvt. Ltd.
   OBS India Network Pvt. Ltd.
   OBS India Technology Pvt. Ltd.
  
   In this role, the incumbent will have operational responsibility for delivery of end-to-end HR services to two entities ie. OBS India Solutions Pvt. Ltd. & OBS India Network Pvt. Ltd.
   
 
 
 
  About you 
  
  HR Business Partner-
   
   This role is expected to pro-actively partner and collaborate with line management around their business and employee needs, and act as their trusted advisor in HR matters. 
   With knowledge and understanding of your internal customers’ needs, you should make recommendations to translate business issues into effective HR plans and activities to achieve organization and people excellence.
  
   HR Strategy-
   Should be an active and valued member of local Country Management Team (CMT) and help the team understand the impact of their actions /decisions on all HR related issues.
   You should develop and execute annual regional HR plans in consultation with the Country Management Team (CMT) and Regional Head of HR :
   
   
    identify / facilitate agreement on key business critical issues and set priorities.
    
   
    present solutions for each priority, execute and keep commitments.
    
   
    provide regular updates to leadership and key stakeholders
   
  
   HR Management
   
   Areas of focus include workforce management and recruitment, supporting business transformation initiatives, talent management and development, talent retention, driving high employee engagement and performance management, learning and development, diversity & CSR, international mobility, and working collaboratively on cultural and digital workplace ethics. 
   Support APAC or global HR projects or programs, for example Talent Development program, employee engagement survey program, employee branding program etc. as well as to initiate local HR projects or programs 
   Drive continuous improvement in HR from a strategic and operational standpoint by constructively challenging the status quo and thinking outside the box. 
   Collborate with other MSC HR teams to share best practices and coordinate on matters of common interest. 
   Represent Orange in external forums and be the brand ambassador for Orange in forums such as universities, professional/industry associations, and HR networks. 
   Liaison with external stakeholders such as Labour Department and other government and statutory agencies 
   Vendor management to ensure effective monitoring and delivery of committed services by agencies & providers under the scope of the HR function
  
   Leadership and Team Development
   The role will be a key member of the Asia Pacific HR Leadership Team and drive as well as support Global / Regional HR initiatives within your Sales Cluster.
   Will lead a team of HR professionals to deliver HR operational excellence across all areas within HR. This includes managing the administration and development of HR services, tools, processes (including payroll support) to ensure operational and day to day requirements of the company are appropriately met. You will assist in the review and analysis of company policies and practices to ensure they continue to support the organization’s needs.
   Will provide 1:1 support / challenge and coaching to local management around their leadership development, eg. their effectiveness as a leader, their impact on teams and individuals.
   
 
 
 
  Additional information 
  
  Degree in Business or related field with about 10-12 years of working experience in an MNC environment.
   
   Ability to juggle between operational delivery needs and strategic involvement 
   Proven skills in translating business issues into an effective HR plan / activities 
   Coaching, facilitation and presentation skills 
   Change and performance management skills 
   Interviewing / assessment skills 
   Strong business acumen 
   Able to independently give ideas on improvements and resolve HR issues 
   Excellent communication skills, flexible, pro-active and self-motivated
  
   Behavioural Skills/Proficiency Level Expected
   
   Analytical Thinking, Ability to summarize- Expert 
   Communication Skills- Expert 
   Leadership- Advanced 
   Complexity Management- Advanced 
   Customer Focus- Expert 
   Delegation- Advanced 
   Planning &Organising - Expert 
   Strategic Orientation- Advanced 
   Conflict Management- Advanced 
   Interpersonal Skills- Expert
  
   
 
 
 
  Department 
  Human Resources & Employee Exp 
  
  
   Orange Business Services manages and integrates the complexity of international communications, freeing our customers to focus on the strategic initiatives that drive their business. Our extensive experience and knowledge in global communication solutions, together with our understanding of multinational business and local support in 166 countries and territories, ensure that our customers receive a consistent, global solution wherever they do business.
    
  
 
 
 
  Contract 
  
   Regular
  
 
","https://in.indeed.com/applystart?jk=e7902b43fdcef12c&from=vj&pos=bottom&mvj=0&spon=0&sjdu=BQ1fOKU6SMjz57AxXCzG64DDplm6SwWjHcxyoDIphKmliNcGQ3cthXLnPGyfuqoukN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=73260eb41aabb460&assa=6436","e7902b43fdcef12c",,"India","Head HR - India","2 days ago","4","234",,"2023-02-19T12:30:58.335Z","https://www.indeed.co.in/rc/clk?jk=e7902b43fdcef12c&fccid=24d2bacb9e5b24ee&vjs=3"
